path,transcript
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_12\03-01-06-01-01-02-12.wav,"Kid, they're talking by the door."
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_12\03-01-06-01-02-01-12.wav,Dogs are sitting by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_12\03-01-06-01-02-02-12.wav,Dogs are sitting by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_12\03-01-06-02-01-01-12.wav,"Kid, they're talking by the door."
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_12\03-01-06-02-01-02-12.wav,"Kid, they're talking about the door!"
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_12\03-01-06-02-02-01-12.wav,jokes are sitting by the door
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_12\03-01-06-02-02-02-12.wav,Don't just sit in by the door!
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_12\03-01-07-01-01-01-12.wav,Kids are talking by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_12\03-01-07-01-01-02-12.wav,Kids are talking by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_12\03-01-07-01-02-01-12.wav,Dogs are sitting by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_12\03-01-07-01-02-02-12.wav,Talks are sitting by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_12\03-01-07-02-01-01-12.wav,Kids are talking by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_12\03-01-07-02-01-02-12.wav,Kids are talking by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_12\03-01-07-02-02-01-12.wav,Toxic is setting by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_12\03-01-07-02-02-02-12.wav,Dogs are sitting by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_12\03-01-08-01-01-01-12.wav,Kids are talking by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_12\03-01-08-01-01-02-12.wav,Kids are talking by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_12\03-01-08-01-02-01-12.wav,Dogs are sitting by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_12\03-01-08-01-02-02-12.wav,Dogs are sitting by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_12\03-01-08-02-01-01-12.wav,Kids are talking by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_12\03-01-08-02-01-02-12.wav,Kids are talking by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_12\03-01-08-02-02-01-12.wav,Dogs are sitting by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_12\03-01-08-02-02-02-12.wav,Dogs are sitting by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_13\03-01-01-01-01-01-13.wav,Kids are talking by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_13\03-01-01-01-01-02-13.wav,Kids are talking by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_13\03-01-01-01-02-01-13.wav,Dogs are sitting by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_13\03-01-01-01-02-02-13.wav,Dogs are sitting by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_13\03-01-02-01-01-01-13.wav,Kids are talking by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_13\03-01-02-01-01-02-13.wav,Kids are talking by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_13\03-01-02-01-02-01-13.wav,The dogs are sitting by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_13\03-01-02-01-02-02-13.wav,Dogs are sitting right at the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_13\03-01-02-02-01-01-13.wav,Kids are talking by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_13\03-01-02-02-01-02-13.wav,Kids are talking by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_13\03-01-02-02-02-01-13.wav,Dogs are sitting by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_13\03-01-02-02-02-02-13.wav,Dogs are sitting by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_13\03-01-03-01-01-01-13.wav,Kids are talking by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_13\03-01-03-01-01-02-13.wav,Kids are talking by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_13\03-01-03-01-02-01-13.wav,Dogs are sitting by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_13\03-01-03-01-02-02-13.wav,Dogs are sitting by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_13\03-01-03-02-01-01-13.wav,Kids are talking by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_13\03-01-03-02-01-02-13.wav,Kids are talking by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_13\03-01-03-02-02-01-13.wav,Dogs are sitting by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_13\03-01-03-02-02-02-13.wav,Dogs are sitting by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_13\03-01-04-01-01-01-13.wav,Kids are talking by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_13\03-01-04-01-01-02-13.wav,Kids are talking by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_13\03-01-04-01-02-01-13.wav,Dogs are sitting by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_13\03-01-04-01-02-02-13.wav,Dogs are sitting by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_13\03-01-04-02-01-01-13.wav,Kids are talking by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_13\03-01-04-02-01-02-13.wav,Kids are talking by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_13\03-01-04-02-02-01-13.wav,Dogs are sitting by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_13\03-01-04-02-02-02-13.wav,Dogs are sitting by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_13\03-01-05-01-01-01-13.wav,Kids are talking by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_13\03-01-05-01-01-02-13.wav,Kids are talking by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_13\03-01-05-01-02-01-13.wav,Dogs are sitting by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_13\03-01-05-01-02-02-13.wav,Dogs are sitting by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_13\03-01-05-02-01-01-13.wav,Kids are talking by the door!
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_13\03-01-05-02-01-02-13.wav,Kids are talking by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_13\03-01-05-02-02-01-13.wav,Dogs are sitting by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_13\03-01-05-02-02-02-13.wav,Dogs are sitting by the door!
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_13\03-01-06-01-01-01-13.wav,Kids are talking by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_13\03-01-06-01-01-02-13.wav,Kids are talking by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_13\03-01-06-01-02-01-13.wav,Dogs are sitting by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_13\03-01-06-01-02-02-13.wav,Dogs are sitting by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_13\03-01-06-02-01-01-13.wav,Kids are talking by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_13\03-01-06-02-01-02-13.wav,Kids are talking by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_13\03-01-06-02-02-01-13.wav,Dogs are sitting by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_13\03-01-06-02-02-02-13.wav,Dogs are sitting by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_13\03-01-07-01-01-01-13.wav,Kids are talking by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_13\03-01-07-01-01-02-13.wav,Kids are talking by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_13\03-01-07-01-02-01-13.wav,The ox is sitting by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_13\03-01-07-01-02-02-13.wav,Dogs are sitting by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_13\03-01-07-02-01-01-13.wav,Kids are talking by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_13\03-01-07-02-01-02-13.wav,Kids are talking by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_13\03-01-07-02-02-01-13.wav,Dogs are sitting by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_13\03-01-07-02-02-02-13.wav,Dogs are sitting by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_13\03-01-08-01-01-01-13.wav,Kids are talking by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_13\03-01-08-01-01-02-13.wav,Kids are talking by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_13\03-01-08-01-02-01-13.wav,Dogs are sitting by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_13\03-01-08-01-02-02-13.wav,Dogs are sitting by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_13\03-01-08-02-01-01-13.wav,Kids are talking by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_13\03-01-08-02-01-02-13.wav,Kids are talking by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_13\03-01-08-02-02-01-13.wav,Dogs are sitting by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_13\03-01-08-02-02-02-13.wav,Dogs are sitting by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_14\03-01-01-01-01-01-14.wav,Kids are talking by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_14\03-01-01-01-01-02-14.wav,Kids are talking by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_14\03-01-01-01-02-01-14.wav,Dogs are sitting by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_14\03-01-01-01-02-02-14.wav,Dogs are sitting by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_14\03-01-02-01-01-01-14.wav,Kids are talking by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_14\03-01-02-01-01-02-14.wav,Kids are talking by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_14\03-01-02-01-02-01-14.wav,Talks are sitting by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_14\03-01-02-01-02-02-14.wav,Dogs are sitting by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_14\03-01-02-02-01-01-14.wav,Kids are talking about the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_14\03-01-02-02-01-02-14.wav,Kids are talking by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_14\03-01-02-02-02-01-14.wav,Dogs are sitting by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_14\03-01-02-02-02-02-14.wav,Dogs are sitting by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_14\03-01-03-01-01-01-14.wav,Kids are talking by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_14\03-01-03-01-01-02-14.wav,Kids are talking by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_14\03-01-03-01-02-01-14.wav,Dogs are sitting by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_14\03-01-03-01-02-02-14.wav,Dogs are sitting by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_14\03-01-03-02-01-01-14.wav,Kids are talking by the door!
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_14\03-01-03-02-01-02-14.wav,Kids are talking by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_14\03-01-03-02-02-01-14.wav,Dogs are sitting by the door!
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_14\03-01-03-02-02-02-14.wav,Dogs are sitting by the door!
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_14\03-01-04-01-01-01-14.wav,Kids are talking by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_14\03-01-04-01-01-02-14.wav,Kids are talking by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_14\03-01-04-01-02-01-14.wav,Talks are sitting by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_14\03-01-04-01-02-02-14.wav,Dogs are sitting by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_14\03-01-04-02-01-01-14.wav,Kids are talking by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_14\03-01-04-02-01-02-14.wav,Kids are talking by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_14\03-01-04-02-02-01-14.wav,Dogs are sitting by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_14\03-01-04-02-02-02-14.wav,Dogs are sitting by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_14\03-01-05-01-01-01-14.wav,Kids are talking by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_14\03-01-05-01-01-02-14.wav,Kids are talking by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_14\03-01-05-01-02-01-14.wav,Dogs are sitting by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_14\03-01-05-01-02-02-14.wav,Dogs are sitting by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_14\03-01-05-02-01-01-14.wav,Kids are talking by the door!
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_14\03-01-05-02-01-02-14.wav,Kids are talking by the door!
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_14\03-01-05-02-02-01-14.wav,Dogs are sitting by the door!
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_14\03-01-05-02-02-02-14.wav,Dogs are sitting by the door!
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_14\03-01-06-01-01-01-14.wav,Kids are talking by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_14\03-01-06-01-01-02-14.wav,Kids are talking by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_14\03-01-06-01-02-01-14.wav,Dogs are sitting by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_14\03-01-06-01-02-02-14.wav,Dogs are sitting by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_14\03-01-06-02-01-01-14.wav,Kids are talking by the door!
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_14\03-01-06-02-01-02-14.wav,Can't stop talking about the door!
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_14\03-01-06-02-02-01-14.wav,To hug their sitting by the door!
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_14\03-01-06-02-02-02-14.wav,Dogs are sitting by the door!
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_14\03-01-07-01-01-01-14.wav,Kids are talking by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_14\03-01-07-01-01-02-14.wav,Kids are talking by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_14\03-01-07-01-02-01-14.wav,Dogs are sitting by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_14\03-01-07-01-02-02-14.wav,Dogs are sitting by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_14\03-01-07-02-01-01-14.wav,Kids are talking by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_14\03-01-07-02-01-02-14.wav,Kids are talking by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_14\03-01-07-02-02-01-14.wav,To hocks are sitting by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_14\03-01-07-02-02-02-14.wav,Dogs are sitting by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_14\03-01-08-01-01-01-14.wav,Kids are talking by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_14\03-01-08-01-01-02-14.wav,Kids are talking by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_14\03-01-08-01-02-01-14.wav,"So, Oxford is sitting by the door?"
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_14\03-01-08-01-02-02-14.wav,Dogs are sitting by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_14\03-01-08-02-01-01-14.wav,Kids are talking by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_14\03-01-08-02-01-02-14.wav,Kids are talking by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_14\03-01-08-02-02-01-14.wav,Dogs are sitting by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_14\03-01-08-02-02-02-14.wav,To hooks our sitting by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_15\03-01-01-01-01-01-15.wav,Kids are talking by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_15\03-01-01-01-01-02-15.wav,Kids are talking by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_15\03-01-01-01-02-01-15.wav,Dogs are sitting by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_15\03-01-01-01-02-02-15.wav,Dogs are sitting by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_15\03-01-02-01-01-01-15.wav,Kids are talking by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_15\03-01-02-01-01-02-15.wav,Kids are talking by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_15\03-01-02-01-02-01-15.wav,Dogs are sitting by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_15\03-01-02-01-02-02-15.wav,Dogs are sitting by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_15\03-01-02-02-01-01-15.wav,Kids are talking by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_15\03-01-02-02-01-02-15.wav,Kids are talking by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_15\03-01-02-02-02-01-15.wav,Dogs are sitting by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_15\03-01-02-02-02-02-15.wav,Dogs are sitting by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_15\03-01-03-01-01-01-15.wav,Kids are talking by the door.
C:\Users\Srijan\.cache\kagglehub\datasets\uwrfkaggler\ravdess-emotional-speech-audio\versions\1\Actor_15\03-01-03-01-01-02-15.wav,Kids are talking by the door.
